word,doc01.txt,doc02.txt,doc03.txt,doc04.txt,doc05.txt,doc06.txt,doc07.txt,doc08.txt,doc09.txt,doc10.txt,doc11.txt,doc12.txt,doc13.txt,doc14.txt,doc15.txt,doc16.txt,doc17.txt,doc18.txt,doc19.txt,doc20.txt
acoustic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
style,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jazz,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oriental,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mediterranean,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
influences,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
perhaps,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
famous,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
song,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hallelujah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
released,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
studio,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
various,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
positions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marked,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
synthesized,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
remains,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
followup,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lyrics,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
references,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
political,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unrest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ten,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
major,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
hit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canada,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
europe,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11th,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dear,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
heather,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
following,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
successful,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
string,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tours,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
last,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
five,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
life,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ideas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
problems,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
want,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
weeks,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
before,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
posthumous,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
titled,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dance,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
november,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fifteenth,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smashing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stack,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fun,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
profit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aleph,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aleph1undergroundorg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smash,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
programming,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
n,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
implementations,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
possible,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
execution,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
writing,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
array,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
declared,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
routine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
code,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0
does,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
said,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
return,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jump,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
random,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
address,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
produce,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insidious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
datadependent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
variants,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
include,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
trash,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scribble,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mangle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
term,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mung,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
done,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intentionally,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spam,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
alias,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bug,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
fandango,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memory,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
leak,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
precedence,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lossage,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overrun,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screw,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
introduction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
few,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
months,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
large,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
increase,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buffer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overflow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vulnerabilities,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
being,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
exploited,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
examples,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
these,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
syslog,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
splitvt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sendmail,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
linuxfreebsd,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mount,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xt,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
library,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
etc,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
attempts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
overflows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exploits,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
work,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
basic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knowledge,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assembly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
required,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
understanding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
virtual,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
concepts,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
experience,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gdb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
helpful,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
necessary,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assume,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
working,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
x86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpu,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
operating,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
definitions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
begin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simply,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contiguous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
block,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
holds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
multiple,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instances,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
type,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
programmers,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
normally,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
word,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrays,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
commonly,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
character,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
variables,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
either,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
static,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
or,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0
dynamic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allocated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
load,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
segment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fill,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
top,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
brims,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bounds,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concern,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ourselves,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
buffers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otherwise,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stackbased,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
technology,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
heart,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computing,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
connectivity,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
revolution,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transforming,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
people,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
live,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
businesses,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
operate,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
our,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
advanced,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energyefficient,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
processor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
designs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
enabled,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
intelligent,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
than,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
billion,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chips,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worlds,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
population,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
securely,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
powering,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sensor,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smartphone,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supercomputerthis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
combined,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iot,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
software,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0
device,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
management,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
platform,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
enables,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
customers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
derive,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
business,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
value,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
connected,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
devices,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
together,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
partners,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
forefront,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
securing,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
managingall,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
areasofcompute,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fromthe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chip,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloud,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mined,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
aims,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
decentralise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
artificial,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
intelligence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
leveraging,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
blockchain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
month,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
less,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
heard,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
met,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
andrew,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
trask,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
weekend,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
toronto,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
invited,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
give,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
talk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ai,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
decentralised,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
event,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mars,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
curious,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
follow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
him,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
twitter,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
presented,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
mineds,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
proof,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
concept,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
recorded,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
link,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
video,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bottom,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
page,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sorry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
phone,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ran,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
battery,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tackles,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
problem,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
affect,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
companies,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
build,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
improve,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
services,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sources,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
us,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
generate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
constantly,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
inevitably,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
providing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tech,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
exchange,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
access,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
moment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
accept,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
boilerplated,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
terms,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
every,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
application,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
download,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
smartphones,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
login,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
browsers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
think,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
much,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
actively,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
passively,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
generating,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
while,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
giving,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
indeed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
conversation,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
